Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,Sub Vertical,City  Location,Investors Name,Investment Type,Amount in USD
2744,30-06-2015,Flatchat,Flat rental Mobile App,,Bangalore,Commonfloor,Private Equity,2500000.0
2745,30-06-2015,MyCFO,Wealth Management Platform,,Mumbai,Sameer Koticha,Private Equity,1500000.0
2746,01-05-2015,Foodpanda,Online Food Delivery,,Gurgaon,Goldman Sachs Rocket Internet,Private Equity,100000000.0
2747,01-05-2015,Termsheet,Fund Raising Platform,,Chennai,Anand Vijay Nipun Dureja Satyajit Heeralal Keith Rodricks Gaurav Lochan Azmul Haque Nikhil Bagri,Seed Funding,100000.0
2748,04-05-2015,Applicate,Workforce Management Software,,Bangalore,Rishi Vasudev Amit Gupta Rajiv Nayan,Seed Funding,550000.0
2749,04-05-2015,World Art Community,Online Art Marketplace,,Gurgaon,Viraj Tyagi & others,Seed Funding,200000.0
2750,04-05-2015,SpoonJoy,Online Food Delivery,,Bangalore,SAIF Partners,Seed Funding,1000000.0
2751,05-05-2015,Seed Schools,Affordable Education,,Hyderabad,Acumen Fund,Seed Funding,650000.0
2752,05-05-2015,Ignis Careers,Career Development,,Hyderabad,Acumen Fund,Seed Funding,250000.0
2753,05-05-2015,Square Yards,Real Estate Advisory,,Gurgaon,Undisclosed Investors,Private Equity,6000000.0
2754,05-05-2015,Fintellix,Banking Analytics Platform,,Bangalore,IDG Ventures Sequoia Capital,Private Equity,15000000.0
2756,06-05-2015,Delhivery,E-commerce Logistics,,Gurgaon,Tiger Global Management Multiples Alternate Asset Management Nexus Venture Partners Times Internet,Private Equity,85000000.0
2757,06-05-2015,Swiggy,Online Food Delivery,,Bangalore,Norwest Venture Partners,Private Equity,15000000.0
2759,07-05-2015,Box8,Online Food Delivery,,Mumbai,Mayfield Ventures,Private Equity,3500000.0
2760,07-05-2015,Toppr,Online Education Platform,,Mumbai,Fidelity Growth Partners India SAIF Partners Helion Ventures,Private Equity,10000000.0
2761,07-05-2015,Vedantu,Online Education Platform,,Bangalore,Accel Partners Tiger Global Management,Private Equity,5000000.0
2762,08-05-2015,BuyHatke,Online Product Comparison,,Bangalore,S.Gopalakrishnan Beenos,Seed Funding,1000000.0
2764,08-05-2015,Uniken,Online Security Platform,,Pune,Exfinity Ventures,Private Equity,2000000.0
2765,08-05-2015,GrandOpinion,Online Medical Diagnostic,,New Delhi,Florida based Angel investor,Seed Funding,150000.0
2767,12-05-2015,ZapStitch,Cloud Data Integration Platform,,Bangalore,Helion Venture Partners Orios Venture Partners,Private Equity,2000000.0
2768,12-05-2015,Wassup,Mobile Laundry Cleaning Service,,Chennai,Arun Chandra Mohan Praveen Sinha,Private Equity,2000000.0
2770,12-05-2015,Plancess,Online Education Platform,,Mumbai,Rajendra Gogri Chandrakant Gogri,Seed Funding,2000000.0
2774,14-05-2015,IndianRoots.com,Lifestyle E-commerce Portal,,Gurgaon,KJS Group,Private Equity,5000000.0
2775,14-05-2015,RedPolka,Online Fashion Aggregator,,Mumbai,Undisclosed Investors,Seed Funding,250000.0
2776,15-05-2015,Venturesity,Online Job skills Showcase,,Bangalore,Phanindra Sama Jay Sethuram Hemant Kanakia Ravi Trivedi,Seed Funding,270000.0
2779,19-05-2015,Chaayos,Offline Tea Chain,,New Delhi,Tiger Global Management,Private Equity,1000000.0
2780,19-05-2015,Akosha,Business Messaging App,,New Delhi,Sequoia Capital,Private Equity,16000000.0
2781,19-05-2015,Cooey,Health Mobile App,,Bangalore,Subhash Goyal,Seed Funding,470000.0
2782,19-05-2015,MeetUniv,Online Ed-Tech Platform,,Noida,Peesh Venture Capital,Seed Funding,1000000.0
2784,19-05-2015,Crown-it,Hyperlocal Mobile Marketplace,,Gurgaon,Accel Partners Helion Venture Partners,Private Equity,5500000.0
2785,19-05-2015,Trucksfirst,Trucking Logistic Operations,,Gurgaon,SAIF partners,Private Equity,10000000.0
2786,20-05-2015,Lookup,B2C Messaging App,,Bangalore,Biz Stone,Private Equity,3000000.0
2788,22-05-2015,Nudgespot,Customer Engagement Platform,,Bangalore,Kae Capital Anoop Goyal Mike Shah VA Sastry,Seed Funding,625000.0
2790,22-05-2015,EveningFlavors,Online Table Reservation,,Bangalore,Sandiep Shrivatsava,Seed Funding,500000.0
2792,25-05-2015,ZenParent,Parents focused Web Content,,Bangalore,i2india Ventures,Seed Funding,500000.0
2794,26-05-2015,UrbanPro,On-demand Service marketplace,,Bangalore,Nirvana Venture Advisors,Private Equity,2000000.0
2795,26-05-2015,Goodbox,On-Demand Business messaging,,Bangalore,Manipal Group,Seed Funding,200000.0
2796,26-05-2015,Renderlogy,Online Home Decor,,Hyderabad,Astarc Ventures,Private Equity,1000000.0
2797,27-05-2015,Postman,API Workflow platform,,Bangalore,Nexus Venture Partners,Seed Funding,1000000.0
2798,27-05-2015,Casa2inns,Affordable Hotel Booking Online,,New Delhi,Accel Partners Kalaari Capital,Private Equity,5000000.0
2799,27-05-2015,FleetRover,Logistics Intelligence,,Goa,Tim Chen Sanjay Venkat,Seed Funding,180000.0
2800,28-05-2015,TheKarrier,Last Mile Logistics,,Bangalore,Sol Primero Outbox Ventures Nikunj Jain,Seed Funding,240000.0
2801,28-05-2015,Zoomcar,Self-driven Car rental,,Bangalore,Sequoia Capital,Private Equity,5000000.0
2803,30-05-2015,Ather Energy,Electric Scooter Manufacturer,,Bangalore,Tiger Global,Private Equity,12000000.0
2804,03-04-2015,Swiggy,Online Food Delivery,,Bangalore,Accel Partners SAIF Partners,Private Equity,2000000.0
2805,04-04-2015,Bluegape,Web Content Publishing,,Gurgaon,Rudy Gopalakrishnan ah! Ventures,Seed Funding,200000.0
2806,04-04-2015,KeepTrax,Location Based App,,Dallas/Hyderabad,,Seed Funding,1000000.0
2807,06-04-2015,InstaLively,Video Streaming,,New Delhi,Rajesh Sawheny  Rajan Anandan Amit Ranjan Niraj Singh AECAL MeraEvents.,Seed Funding,120000.0
2808,07-04-2015,Pricejugaad,Price Comparison,,Hyderabad,Amit Tyagi Sandeep Acharya & others,Seed Funding,165000.0
2809,07-04-2015,Quikr,Online Classifieds,,Mumbai,Tiger Global Investment AB Kinnevik Steadview Capital,Private Equity,150000000.0
2810,07-04-2015,PressPlay,Travel Entertainment,,New Delhi,Sequoia Capital Jason Hirschhorn Jarett Posner and Amit Bhatiani,Seed Funding,2200000.0
2812,08-04-2015,FirstCry.com,E-commerce,,Pune,Silicon Valley Ventures NEA Ventures Valiant Capital IDG Ventures India SAIF Partners Vertex Ventures,Private Equity,10000000.0
2813,08-04-2015,MobiKwik,Digital/Mobile Wallet,,Gurgaon,Tree Line Asia Cisco Investments American Express Sequoia Capital,Private Equity,25000000.0
2814,08-04-2015,Olacabs,Cab Aggregator,,Bangalore,DST Global Steadview Capital Tiger Global Accel Partners & Others,Private Equity,400000000.0
2815,09-04-2015,Gadgetwood,Device Repair Svcs,,New Delhi,Ajai Chowdhry Ashvin Chadha Yogesh Bansal Nitin Singhal & Others,Seed Funding,200000.0
2816,09-04-2015,Bonhomia,Premium Beverages,,New Delhi,Kanwaljit Singh Shripad Nadkarni Sarvesh Shahra & Others,Seed Funding,2000000.0
2817,09-04-2015,Changer Mints,Digital/Mobile Wallet,,Kolkata,Hyderabad based investor,Seed Funding,165000.0
2818,09-04-2015,Urban Ladder,Online Furnishing E-commerce,,Bangalore,Sequoia Capital TR Capital Steadview Capital SAIF Partners Kalaari Capital,Private Equity,50000000.0
2820,10-04-2015,Whatfix,Interactive How-To Guides,,Bangalore,Helion Venture Partner Powerhouse Ventures GSF and Other angel investors,Seed Funding,900000.0
2822,11-04-2015,Zomato,Restaurant Reviews,,Gurgaon,Info Edge (India),Private Equity,25000000.0
2823,13-04-2015,ZopNow,Online Grocer,,Bangalore,Dragoneer Investment Accel Partners Qualcomm Ventures Times Internet,Private Equity,10000000.0
2824,13-04-2015,Nayi Disha,Ed-Tech,,New Delhi,Ajay Relan,Seed Funding,300000.0
2825,13-04-2015,The Porter,Logistics Tech,,Mumbai,Kae Capital,Seed Funding,500000.0
2826,13-04-2015,Commeasure,Online Hotel Booking,,Noida,Jungle Ventures,Seed Funding,1000000.0
2827,13-04-2015,Capricoast,Online Kitchen Furniture,,Bangalore,Accel Partners India,Seed Funding,1250000.0
2828,14-04-2015,LocalOye,Hyper-local Online Services,,Mumbai,Tiger Global Management Lightspeed Venture Partners,Private Equity,5000000.0
2829,15-04-2015,Grofers,Hyper-Local Online/Mobile Grocery,,Gurgaon,Tiger Global Sequoia Capital,Private Equity,35000000.0
2830,15-04-2015,PepperTap,Hyper-Local Online/Mobile Grocery,,Gurgaon,SAIF Partners Sequoia Capital,Private Equity,10000000.0
2831,15-04-2015,PolicyBazaar,Online Policy Aggregator,,Gurgaon,PremjiInvest Tiger Global Ribbit Capital,Private Equity,40000000.0
2832,16-04-2015,UrbanClap,Hyperlocal Mobile Services Marketplace,,New Delhi,SAIF Partners Accel Partners Kunal Bahl Rohit Bansal,Seed Funding,1600000.0
2833,16-04-2015,Taskbob,OnDemand Mobile Handyman Services,,Mumbai,Orios Venture Partners Mayfield India,Seed Funding,1200000.0
2834,17-04-2015,Robosoft,Mobile App Development,,Udupi,Ascent Capital Kalaari Capital,Private Equity,12000000.0
2837,20-04-2015,Pastiwala,Material Collection & Recycling,,Vadodara,Agnus Capital,Private Equity,4000000.0
2838,20-04-2015,1mg (Healthkartplus),Online Pharmacy & Drug DB,,Gurgaon,Deep Kalra Sequoia Capital Omidyar Network Intel Capital & Kae Capital,Private Equity,6000000.0
2839,20-04-2015,Freshdesk,Online/Mobile Customer Support,,Chennai,Tiger Global Google Capital & Accel Partners,Private Equity,50000000.0
2840,20-04-2015,Sulekha.com,Online Classifieds & Listings,,Chennai,GIC ventures,Private Equity,28000000.0
2842,22-04-2015,Eat.Shop.Love,Fashion E-commerce,,Bangalore,Undisclosed Investor,Private Equity,3500000.0
2843,22-04-2015,Avanti Learning,Private Coaching Centers,,New Delhi,Michael & Susan Dell Foundation Pearson Learning Fund,Private Equity,1500000.0
2844,23-04-2015,Simplilearn,Online Certification Courses,,Bangalore,Mayfield Ventures Kalaari Capital Helion Ventures,Private Equity,15000000.0
2845,23-04-2015,Craftstvilla,Ethnic Product E-commerce,,Mumbai,Sequoia Capital Nexus venture Partners Lightspeed Ventures GFC,Private Equity,18000000.0
2846,23-04-2015,HeadOut,Last Minute Travel Deals mobile marketplace,,Bangalore/SFO,Version One Ventures 500 Startups Nexus Venture Partners and Arena Ventures,Seed Funding,1800000.0
2847,23-04-2015,happay,usiness expense management,,Bangalore,AngelPrime,Seed Funding,500000.0
2848,23-04-2015,Jugnoo,Auto Rickshaw based Logistics,,Chandigarh,Rakesh Mathur Vikas Taneja & others,Seed Funding,1000000.0
2851,24-04-2015,Coverfox,Online Insurance Aggregator,,Mumbai,Accel US Accel India SAIF Partners.,Private Equity,12000000.0
2852,27-04-2015,Torqus,Restaurant Management Platform,,Pune,S S Mukherji & Others,Seed Funding,350000.0
2853,27-04-2015,Grab,Food Logistics & Delivery,,Mumbai,Oliphans Capital Haresh Chawla,Seed Funding,1000000.0
2854,27-04-2015,LogicRoots,Interactive Educational Games,,Jaipur,Ah! Ventures Calcutta Angels 91SpringBoard,Seed Funding,400000.0
2856,28-04-2015,Babajobs,Grey collar Job Board,,Bangalore,SEEK Ltd & affiliates,Private Equity,10000000.0
2858,28-04-2015,Jay Robotix,Robotic Program learning,,Hyderabad,Cross Border Angels & others,Seed Funding,250000.0
2859,28-04-2015,Naaptol.com,Tele-Shopping/E-commerce,,Mumbai,Mitsui & Co & existing investors,Private Equity,21500000.0
2860,29-04-2015,ReGlobe,Used Gadgets Buy/Refurbishing,,Gurgaon,Bessemer Ventures Blume Ventures,Seed Funding,1000000.0
2861,29-04-2015,Icertis,Cloud Enterprise Software,,Pune/US,Greycroft Partners Fidelity Growth Partners,Private Equity,6000000.0
2862,29-04-2015,Tracxn,Startup Analytics platform,,Bangalore,SAIF Partners,Private Equity,3500000.0
2864,29-04-2015,Tradelab,Financial Markets Software,,Bangalore,Rainmatter,Seed Funding,400000.0
2865,29-04-2015,PiQube,Hiring Analytics platform,,Chennai,The HR Fund,Seed Funding,500000.0
2866,29-04-2015,Travel Triangle,Online Travel Marketplace,,Noida,Bessemer Venture Partners SAIF Partners,Private Equity,8000000.0
2867,02-03-2015,TrulyMadly.com,,,,Helion Venture Partners Kae Capital,Private Equity,5500000.0
2868,02-03-2015,InstaLively,,,,Group of Angel Investors,Seed Funding,120000.0
2869,03-03-2015,Vserv,,,,Maverick Capital IDG Ventures India,Private Equity,15000000.0
2871,05-03-2015,Niffler,,,,SAIF Partners,Seed Funding,1000000.0
2872,05-03-2015,CustomFurnish.com,,,,Madhukar Gangadi Satish Reddy Srini Raju Srini Koppolu & SIDBI,Private Equity,2500000.0
2873,06-03-2015,MapMyGenome,,,,Rajan Anandan & other angel investors,Private Equity,1200000.0
2874,09-03-2015,Crowdfire (formerly Justunfollow),,,,Kalaari Capital,Private Equity,2500000.0
2875,09-03-2015,Bite Club,,,,Powai Lake Ventures Aneesh Reddy Ashish Kashyap Alok Mittal,Seed Funding,500000.0
2877,11-03-2015,Appedo,,,,Undisclosed Investors,Seed Funding,1000000.0
2878,11-03-2015,Fitraq.com,,,,Tarun Arora,Seed Funding,150000.0
2879,11-03-2015,ChargeBee,,,,Tiger Global Accel Partners,Private Equity,5000000.0
2880,11-03-2015,Groupon India,,,,Sequoia Capital,Private Equity,20000000.0
2882,12-03-2015,MoonFrog Labs,,,,Tiger Global Sequoia Capital.,Private Equity,15000000.0
2883,13-03-2015,Foodpanda,,,,Rocket Internet AG & others,Private Equity,110000000.0
2885,13-03-2015,DiabetOmics,,,,VentureEast Varaprasad Reddy,Private Equity,5000000.0
2887,14-03-2015,Daily Rounds,,,,Kae Capital GSF Teruhide Sato,Seed Funding,500000.0
2888,14-03-2015,Orobind,,,,Zishaan Hayath Lalit Mangal Harpreet Singh Grover,Seed Funding,200000.0
2890,16-03-2015,Digital Gorkha,,,,Ramesh kavediya,Seed Funding,166000.0
2891,16-03-2015,NestAway,,,,IDG Ventures Naveen Tewari,Seed Funding,1300000.0
2892,16-03-2015,The Better India,,,,I-cube-N,Seed Funding,166000.0
2893,16-03-2015,Meru Cabs,,,,Value Fund Advisors,Private Equity,50000000.0
2895,18-03-2015,Drivestream,,,,Wipro,Private Equity,5000000.0
2896,18-03-2015,wWhere,,,,Group of Angel Investors,Seed Funding,200000.0
2898,19-03-2015,Tripoto,,,,IDG Ventures Outbox Ventures,Private Equity,2000000.0
2899,19-03-2015,Graphic India,,,,CA Media LP Start Media.,Seed Funding,2800000.0
2901,20-03-2015,Lets Corp,,,,Wu Chay Chin,Seed Funding,3000000.0
2902,20-03-2015,CollateBox,,,,LetsVenture,Seed Funding,180000.0
2903,20-03-2015,Mahindra First Choice,,,,Valiant Capital,Private Equity,15000000.0
2905,23-03-2015,RazorPay,,,,Y Combinator,Seed Funding,120000.0
2907,24-03-2015,Furlenco,,,,LightBox Ventures,Private Equity,6000000.0
2908,24-03-2015,Cubito,,,,Sol Primero,Seed Funding,160000.0
2909,25-03-2015,Teabox,,,,JAFCO Asia Keystone Group Dragoneer Investment Accel Partners,Private Equity,6000000.0
2910,25-03-2015,Artoo,,,,Accion Venture Labs Rianta Capital,Private Equity,500000.0
2911,25-03-2015,Fxkart.com,,,,Dr Mushtaq Shah Dr Faraz Naqvi,Seed Funding,2000000.0
2913,25-03-2015,OYO Rooms,,,,Greenoaks capital Sequoia Capital LightSpeed Ventures,Private Equity,25000000.0
2914,26-03-2015,Roposo.com,,,,Tiger Global Management Indian Quotient Binny Bansal,Private Equity,5000000.0
2915,26-03-2015,Teewe,,,,Sequoia Capital India Quotient,Seed Funding,1750000.0
2917,27-03-2015,Urjas,,,,Solidarity Venture Capital & others,Seed Funding,100000.0
2918,27-03-2015,Chargein,,,,Pittie Group,Seed Funding,100000.0
2919,28-03-2015,Yogurt Labs,,,,Nick Adams Kiran Bhat Family Pot Investments LLP,Seed Funding,115000.0
2920,28-03-2015,LimeRoad.com,,,,Tiger Global Matrix Partners Lightspeed Venture Partners,Private Equity,30000000.0
2921,28-03-2015,Team Indus,,,,Nandan Nilekani Rajiv Mody Ajai Chowdhary,Private Equity,1500000.0
2922,30-03-2015,Arohan Financial Services,,,,Tano Capital,Private Equity,10000000.0
2923,30-03-2015,BillDesk,,,,TA Associates,Private Equity,75000000.0
2924,31-03-2015,Triphobo,,,,Mayfield Ventures Kalaari Capital,Private Equity,3000000.0
2925,31-03-2015,Aryaka,,,,Trinity Ventures InterWest Partners Mohr Davidow Ventures Presidio Ventures,Private Equity,16000000.0
2926,31-03-2015,Appsdaily,,,,Zodius Capital Ru-Net Kalaari Capital Qualcomm Ventures,Private Equity,16000000.0
2927,02-02-2015,Faaya,,,,Group of Angel Investors,Seed Funding,16600.0
2928,02-02-2015,InstaBounce,,,,Group of Angel Investors,Seed Funding,16600.0
2929,02-02-2015,Chloroplast Foods,,,,Group of Angel Investors,Seed Funding,16600.0
2930,02-02-2015,Dealwithus,,,,Group of Angel Investors,Seed Funding,16600.0
2931,02-02-2015,CleverSharks,,,,Group of Angel Investors,Seed Funding,16600.0
2932,02-02-2015,Leaf,,,,Group of Angel Investors,Seed Funding,16600.0
2933,02-02-2015,SmartPocket,,,,Sol Primero Rajiv Mehta,Seed Funding,250000.0
2934,02-02-2015,Yumist,,,,Orios Venture Partner,Private Equity,1000000.0
2936,02-02-2015,FirstCry,,,,Valiant Capital Partners,Private Equity,26000000.0
2937,02-02-2015,HolaChef,,,,India Quotient,Seed Funding,325000.0
2938,03-02-2015,Frsh.co.in,,,,India Quotient Kae Capital,Seed Funding,518000.0
2939,03-02-2015,Manthan,,,,Temasek Norwest Venture Partners,Private Equity,60000000.0
2941,05-02-2015,Culture Machine,,,,Tiger Global Times Internet Zodius Capital,Private Equity,18000000.0
2943,05-02-2015,Aisle.co,,,,Anand Vijay Shashank Mehrotra & Others,Seed Funding,100000.0
2944,06-02-2015,FreeCharge,,,,Valiant Capital Tybourne Capital Sequoia Capital RuNet and Sofina,Private Equity,80000000.0
2945,06-02-2015,NewsHunt,,,,Falcon Edge Capital Matrix Partners India Sequoia Capital India and Omidyar Network,Private Equity,40000000.0
2946,09-02-2015,MyNoticePeriod,,,,IDG Ventures,Private Equity,3000000.0
2948,09-02-2015,Faasos,,,,Lightbox Ventures,Private Equity,20000000.0
2951,11-02-2015,Capital Float,,,,SAIF Partners Sequoia Capital Aspada,Private Equity,13000000.0
2952,11-02-2015,Nimble Wireless,,,,AngelPrime,Seed Funding,3000000.0
2955,12-02-2015,Stayzilla,,,,Nexus Venture Partners Matrix Partners,Private Equity,20000000.0
2956,12-02-2015,Practo,,,,Sequoia Capital Matrix Partners,Private Equity,30000000.0
2958,13-02-2015,20Dresses,,,,Srinivas Aluri Srinivas Modukury BS Nagesh,Seed Funding,1000000.0
2959,13-02-2015,Itzcash,,,,Ashok Goel (promoter),Private Equity,16500000.0
2960,16-02-2015,NewsInShorts,,,,Tiger Global Rebright Partners Sachin and Binny Bansal,Private Equity,4150000.0
2961,16-02-2015,iTraveller.com,,,,ah! Ventures,Private Equity,1000000.0
2963,18-02-2015,Wooplr.com,,,,Helion Venture Partners,Private Equity,5000000.0
2964,19-05-2015,Springleap,,,,Cross Border Angels,Seed Funding,800000.0
2965,20-02-2015,Klip.in,,,,Calcutta Angels Venture Nursery Angels Mumbai Angels,Seed Funding,500000.0
2966,20-02-2015,Renderlogy,,,,Brick Eagle,Private Equity,1600000.0
2967,21-02-2015,Appbase,,,,DA-IICT Techstars Carnegie Mellon University Startup Brasil program,Seed Funding,290000.0
